platform,post_id,created_at,author_id,post_text,source_url,matched_query,initial_signal_type,signal_type,confidence,matched_terms,opportunity_score,priority,is_tracker,why_now,sales_angle,safe_outreach_suggestion,like_count,reply_count,retweet_count,quote_count,engagement,cluster
x,2053916730700001647,2026-05-11 19:14:43+00:00,3608706497,"🚨 CarePoint Health 🇨🇦 has been added to the data leak site of ransomware gang Genesis. 70 GB allegedly stolen.

The Canadian healthcare company confirmed a cyber attack in March. Patients are being warned of a data breach involving medical info &amp; more.

https://t.co/qnBcundC5m https://t.co/iAlc7Edplo",https://x.com/i/web/status/2053916730700001647,"""data leak site""",RANSOMWARE_OPERATOR,BREACH_DISCLOSURE,60,['data breach'],24,Medium,False,Post references an officially disclosed breach -- regulatory pressure typically opens budget for endpoint / detection upgrades.,"Lead with a compliance-aligned post-incident playbook (notification, scope, blast radius) -- not a product pitch.",Internal suggestion: share a post-incident lessons-learned brief; never claim insight you do not have.,0,0,0,0,0,5
x,2053713053301051431,2026-05-11 05:45:22+00:00,14838410,"@monocleaaron Nope, I had a very vocal breakup with Claude when they changed usage limits BEFORE notifying customers - https://t.co/Q89blVGwY1

I can still use Anthropic models in a pinch through GitHub Copilot Pro Plus, and Microsoft Foundry - but rarely do.",https://x.com/i/web/status/2053713053301051431,"""notifying customers""",BREACH_DISCLOSURE,BREACH_DISCLOSURE,60,['notifying customers'],24,Medium,False,Post references an officially disclosed breach -- regulatory pressure typically opens budget for endpoint / detection upgrades.,"Lead with a compliance-aligned post-incident playbook (notification, scope, blast radius) -- not a product pitch.",Internal suggestion: share a post-incident lessons-learned brief; never claim insight you do not have.,3,2,0,0,5,2
x,2052850588400939034,2026-05-08 20:38:15+00:00,42941067,@Costco you need to do a better job notifying customers that orders do not cancel. Why do you notify customers 27 hours later something cannot be cancelled?? You’re causing my blood pressure to go up unnecessarily. I love your stores but your online sucks.,https://x.com/i/web/status/2052850588400939034,"""notifying customers""",BREACH_DISCLOSURE,BREACH_DISCLOSURE,60,['notifying customers'],24,Medium,False,Post references an officially disclosed breach -- regulatory pressure typically opens budget for endpoint / detection upgrades.,"Lead with a compliance-aligned post-incident playbook (notification, scope, blast radius) -- not a product pitch.",Internal suggestion: share a post-incident lessons-learned brief; never claim insight you do not have.,2,1,0,1,4,4
x,2052763403723087995,2026-05-08 14:51:48+00:00,1779305978590003200,@adrianweckler Are they notifying customers who were affected?,https://x.com/i/web/status/2052763403723087995,"""notifying customers""",BREACH_DISCLOSURE,BREACH_DISCLOSURE,60,['notifying customers'],24,Medium,False,Post references an officially disclosed breach -- regulatory pressure typically opens budget for endpoint / detection upgrades.,"Lead with a compliance-aligned post-incident playbook (notification, scope, blast radius) -- not a product pitch.",Internal suggestion: share a post-incident lessons-learned brief; never claim insight you do not have.,0,1,0,0,1,5
x,2052747693915558095,2026-05-08 13:49:23+00:00,1721531865713033216,🚨 BREAKING: #BreakingNews RansomHouse hackers claim Trellix source code breach disclosed last week. Group leaked images as proof of intrusion. #Cybersecurity #Trellix #RansomHouse https://t.co/ONqVHT9TJ8,https://x.com/i/web/status/2052747693915558095,"""breach disclosed""",BREACH_DISCLOSURE,BREACH_DISCLOSURE,60,['breach disclosed'],24,Medium,False,Post references an officially disclosed breach -- regulatory pressure typically opens budget for endpoint / detection upgrades.,"Lead with a compliance-aligned post-incident playbook (notification, scope, blast radius) -- not a product pitch.",Internal suggestion: share a post-incident lessons-learned brief; never claim insight you do not have.,0,0,0,0,0,5
x,2052686844849013170,2026-05-08 09:47:35+00:00,1720665183188922368,"@JRL12483 @CoinbaseSupport The Coinbase data breach (disclosed May 2025) involved hackers bribing a small group of outsourced customer support contractors at TaskUs in Indore, India—not direct Coinbase employees. These workers had access to support systems and were paid to steal/copy limited customer info",https://x.com/i/web/status/2052686844849013170,"""breach disclosed""",BREACH_DISCLOSURE,BREACH_DISCLOSURE,60,['data breach'],24,Medium,False,Post references an officially disclosed breach -- regulatory pressure typically opens budget for endpoint / detection upgrades.,"Lead with a compliance-aligned post-incident playbook (notification, scope, blast radius) -- not a product pitch.",Internal suggestion: share a post-incident lessons-learned brief; never claim insight you do not have.,2,1,0,0,3,5
x,2055181407886946761,2026-05-15 07:00:05+00:00,39209757,Supply chain attacks are a critical threat. One compromised vendor can indeed open the floodgates. Implementing Zero Trust principles and rigorously vetting third-party access is paramount. Proactive monitoring for leaked credentials or compromised accounts is also crucial. Check,https://x.com/i/web/status/2055181407886946761,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,0,0,0,0,1
x,2054986705720004652,2026-05-14 18:06:25+00:00,1720665183188922368,"@drbetahdtv @elonmusk ¡Entendido! Pharaoh's Team is pushing a big cPanel/WP credential dump on .cl domains—government, schools, notaries, transport hit hard.

Immediate moves: Reset every password (cPanel, WP-admin, DB, FTP), turn on MFA, hunt for rogue .php webshells, and update all plugins/themes.",https://x.com/i/web/status/2054986705720004652,"""credential dump""",DATABASE_LEAK,DATABASE_LEAK,60,['credential dump'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,1,0,0,0,1,1
x,2054974010648113294,2026-05-14 17:15:58+00:00,781145550724952064,"I’m building ThreatLens around a simple CTI problem: outside-in risks often appear quietly before they become incidents. Stealer logs, brand abuse, VIP exposure, open files. OSINT gives clues. Tradecraft keeps us honest. Speculation comes last, if at all. Space for 2 more clients",https://x.com/i/web/status/2054974010648113294,"""stealer logs""",DATABASE_LEAK,DATABASE_LEAK,60,['stealer logs'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,2,0,0,1,3,1
x,2054916647463338405,2026-05-14 13:28:01+00:00,4237157320,"The attacker already has your password (from a credential dump, phishing, or infostealer on someone's laptop). They log in once an hour. Each login fires a push notification at your phone. After 30 prompts at 2am, you tap Approve. They're in.",https://x.com/i/web/status/2054916647463338405,"""credential dump""",DATABASE_LEAK,DATABASE_LEAK,60,['credential dump'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,1,0,0,1,1
x,2054888279095288191,2026-05-14 11:35:18+00:00,2032971837865603076,"AgentBank solves this. Agents make one API call. 

Card issued. 
Payment enabled.
Transaction executed. 

No leaked credentials. No manual intervention.",https://x.com/i/web/status/2054888279095288191,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,7,1,0,0,8,4
x,2054848093405716753,2026-05-14 08:55:37+00:00,1974894816820330496,"New hackers are always taught to scan GitHub etc. for leaked credentials - and probably never find anything so maybe stop doing it. 

I always run a scan but have never found anything truly SIGNIFICANT ... until this morning ... 😀

Just found a Client ID and Client secret https://t.co/YESLAG63Db",https://x.com/i/web/status/2054848093405716753,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,106,4,4,0,114,1
x,2054837335976530005,2026-05-14 08:12:52+00:00,781145550724952064,One of the most rewarding parts of building ThreatLens has been the very real impact it can achieve and preventing serious incidents. From stealer logs to brand abuse to VIP Monitoring and exposed files sitting on a server unknowingly. ThreatLens helps find them all. https://t.co/SokXHXnyFM,https://x.com/i/web/status/2054837335976530005,"""stealer logs""",DATABASE_LEAK,DATABASE_LEAK,60,['stealer logs'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,0,0,0,0,1
x,2054533743671423371,2026-05-13 12:06:30+00:00,2032869987476774912,"Solo founder. 6 weeks. 11 services live in prod.

97-99% precision detecting leaked credentials in NPM / Docker / GitHub.

Multi-region AI gateway (EU / US / APAC data sovereignty).

Built with Claude Opus 4.7 + Codex GPT-5.5 in cross-audit loop.

@garrytan - your solo+AI thesis,",https://x.com/i/web/status/2054533743671423371,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,1,0,0,1,1
x,2054527278663544861,2026-05-13 11:40:49+00:00,1326180756310331399,"Scans git history for leaked credentials

https://t.co/fQEulLf9mm https://t.co/BkJoZH86jV",https://x.com/i/web/status/2054527278663544861,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,61,0,7,0,68,5
x,2054502902350139452,2026-05-13 10:03:57+00:00,1866411561817923584,"416 billion leaked credentials indexed.

Plain-text passwords. Dark web search. Real-time alerts.

20% off with RE11120260505-23A

→ https://t.co/OvcRZmPWYn",https://x.com/i/web/status/2054502902350139452,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,1,0,0,0,1,5
x,2054451529176772992,2026-05-13 06:39:49+00:00,1342874765770551298,"⑦ ⚡ Real-World
A company receives a suspicious login alert.
OSINT investigators:
1. Check leaked credentials
2. Analyze associated domains
3. Review infrastructure history
4. Correlate IP intelligence
5. Identify phishing infrastructure
Result:
Attack stopped BEFORE escalation. https://t.co/ogHM8abYMR",https://x.com/i/web/status/2054451529176772992,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,1,0,0,1,1
x,2054451464320258402,2026-05-13 06:39:33+00:00,1342874765770551298,"③ 📧 Credential Exposure Monitoring :
Hackers love leaked credentials.
So,Security teams monitor:
• Breached employee emails
• Password leaks
• Credential stuffing risks
• Account takeover exposure
Top tools:
🔹 ""Have I Been Pwned"" (https://t.co/YshsmIweAB)
🔹 ""DeHashed"" https://t.co/xkoHTy8Gxp",https://x.com/i/web/status/2054451464320258402,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,1,1,0,0,2,5
x,2054254906555425141,2026-05-12 17:38:30+00:00,1697387633247150081,"‼️ A threat actor is selling a private cloud-hosted collection of stealer logs totaling 988.7 GB across more than 10,080 files in URL:Login:Password format.

The data is hosted on an external domain and marketed as ""exclusive.""

Stop guessing what's redacted. Subscribers see https://t.co/TzhJp9mqSW",https://x.com/i/web/status/2054254906555425141,"""stealer logs""",DATABASE_LEAK,DATABASE_LEAK,60,['stealer logs'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,66,2,10,1,79,5
x,2054228129565098020,2026-05-12 15:52:06+00:00,1877311532989820929,"Millions of fresh data records.
Published daily.
Intelon helps security teams uncover exposed assets, leaked credentials, external risks, and hidden digital footprints across the open, deep, and dark web.

326B+ indexed records
50M+ searches performed
500+ data sources

Explore https://t.co/pH79fn3BsZ",https://x.com/i/web/status/2054228129565098020,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,0,0,0,0,5
x,2054195560824144033,2026-05-12 13:42:41+00:00,2014441466391937024,"@sesigl Least privilege.

The app user should only get permissions it actually needs:
- SELECT
- INSERT
- UPDATE
- maybe DELETE

No DROP, ALTER, CREATE, or admin rights.

If leaked credentials can destroy the database, the role is already too powerful.",https://x.com/i/web/status/2054195560824144033,"""leaked credentials""",DATABASE_LEAK,DATABASE_LEAK,60,['leaked credentials'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,1,0,0,1,4
x,2053863532228456568,2026-05-11 15:43:19+00:00,19356794,The “No-Breach” Breach: How Stealer Logs Lead to Active Directory Incidents https://t.co/mX6KrA3lQh https://t.co/3KhyVhiPF7,https://x.com/i/web/status/2053863532228456568,"""stealer logs""",DATABASE_LEAK,DATABASE_LEAK,60,['stealer logs'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,1,0,2,0,3,1
x,2053844733613560024,2026-05-11 14:28:37+00:00,1367173815806042114,"@DailyDarkWeb Most “Discord database” claims end up being scraped profiles, token-stealer logs, or data pulled from compromised bots and communities rather than a direct platform breach. The real risk is when session tokens or malware-collected browser data are involved, because attackers can",https://x.com/i/web/status/2053844733613560024,"""stealer logs""",DATABASE_LEAK,DATABASE_LEAK,60,['stealer logs'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,6,0,0,0,6,5
x,2053630973594456457,2026-05-11 00:19:13+00:00,1855594708652740608,"WinRM as nikk37 → Firefox credential dump.

nikk37 was in Remote Management Users. Evil-WinRM straight in.

Found Firefox profile on disk.
Zipped it, downloaded it, ran firefox_decrypt.

Out came: JDGodd:JDg0dd1s@d0p3cr3@t0r 👇

#EvilWinRM #FirefoxDecrypt #CredentialAccess https://t.co/kBIUoltqvz",https://x.com/i/web/status/2053630973594456457,"""credential dump""",DATABASE_LEAK,DATABASE_LEAK,60,['credential dump'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,4,1,0,0,5,1
x,2053199044772598242,2026-05-09 19:42:53+00:00,1159818353973895168,"📱 Dark Web Panic Grows After Alleged #StarLink Stealer Logs Appear for Sale Online

-Fact Checker: ✅: 2 ❌: 1 || 2/3

https://t.co/StHcSvcAKE",https://x.com/i/web/status/2053199044772598242,"""stealer logs""",DATABASE_LEAK,DATABASE_LEAK,60,['stealer logs'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,0,0,0,0,2
x,2052856064425537831,2026-05-08 21:00:00+00:00,964883375910727682,"This week's takedown report:

4 lookalike domains, 2 fake LinkedIn execs, 1 leaked credential dump matched to a client.

Quiet weeks don't exist in this job.",https://x.com/i/web/status/2052856064425537831,"""credential dump""",DATABASE_LEAK,DATABASE_LEAK,60,['credential dump'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,0,0,0,0,0,5
x,2052674945444917740,2026-05-08 09:00:18+00:00,23033575,"Breached data is now a product.

In this new report, Radware explores how threat actors are selling database access, credentials, and sensitive records through structured platforms.

PII is being monetized every day.

Download the full report https://t.co/MEj95ktHdi https://t.co/EiFKkbpPz7",https://x.com/i/web/status/2052674945444917740,"""selling database""",DATABASE_LEAK,DATABASE_LEAK,60,['selling database'],21,Medium,False,Post references credentials or a database being sold or leaked -- companies in the same vertical face elevated takeover risk.,Lead with credential hygiene plus endpoint detection on stealer-malware artifacts.,Internal suggestion: share a credential-hygiene plus endpoint detection brief for the vertical; do not reference specific leaked datasets.,6,0,9,0,15,5
x,2055015765879767280,2026-05-14 20:01:53+00:00,1828705432308789248,"🔓 PoC released for two unpatched Windows zero-days: YellowKey (BitLocker bypass via WinRE using FsTx files) and GreenPlasma (CTFMON → SYSTEM LPE). 

Researcher Chaotic Eclipse promises more exploits next Patch Tuesday. Kevin Beaumont confirms YellowKey works.

Source:",https://x.com/i/web/status/2055015765879767280,"""PoC released""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,80,"['zero-day', 'poc released']",20,Medium,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,1,1,1,0,3,1
x,2054854424946999669,2026-05-14 09:20:46+00:00,1993614143933587456,"🚨 FRAGNESIA: Third Linux kernel LPE in two weeks.
CVE-2026-46300 (CVSS 7.8) allows unprivileged local users to gain root via page cache corruption.
No race condition. Deterministic exploit. PoC released.

🔗 https://t.co/wIn1TpgYnQ

#CyberSecurity #Linux #CVE2026 #Fragnesia #LPE",https://x.com/i/web/status/2054854424946999669,"""PoC released""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,80,"['poc released', 'cve-2026']",20,Medium,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2054819063440757007,2026-05-14 07:00:16+00:00,57265733,"""Windows BitLocker zero-day gives access to protected drives, PoC released""

A cybersecurity researcher has published proof-of-concept (PoC) exploits for two unpatched Microsoft Windows vulnerabilities named YellowKey and GreenPlasma, which are a BitLock… https://t.co/oB0XNd0VJx",https://x.com/i/web/status/2054819063440757007,"""PoC released""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,80,"['zero-day', 'poc released']",20,Medium,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,2,2,0,0,4,1
x,2054819043425570929,2026-05-14 07:00:11+00:00,1294280107125870594,"📖 Windows BitLocker zero-day gives access to protected drives, PoC released

Zero-Day / Exploit: A cybersecurit...

https://t.co/OnyEEw9fbF

#ZeroDay #CyberSecurity #TechNews #Privacy",https://x.com/i/web/status/2054819043425570929,"""PoC released""",EXPLOIT_OR_VULN,EXPLOIT_OR_VULN,80,"['zero-day', 'poc released']",20,Medium,False,Post references a zero-day or public PoC -- patching pressure and EDR detection tuning are urgent.,Lead with detection plus virtual-patching options while the vendor patch is rolled out.,Internal suggestion: share detection and mitigation steps; do NOT weaponize public PoCs in outreach.,0,0,0,0,0,1
x,2055167351624974771,2026-05-15 06:04:14+00:00,324943313,OpenAI rotating code-signing certs after TanStack incident. Node-ipc library compromised with infostealer. Debian mandating reproducible builds for all packages in v14. Developer toolchain is now primary attack surface.,https://x.com/i/web/status/2055167351624974771,"""infostealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['infostealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,1,0,0,1,1
x,2055161847037497698,2026-05-15 05:42:22+00:00,1934597110730752000,"🚨 The Hugging Face malware campaign exposes a growing AI supply chain trust problem.

Read more: https://t.co/2mSy8ItAXT

#CyberSecurity #AI #SupplyChainSecurity #ThreatIntel https://t.co/ksbXBzW5bZ",https://x.com/i/web/status/2055161847037497698,"""malware campaign""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['malware campaign'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,0,0,0,0,5
x,2055138957977895140,2026-05-15 04:11:24+00:00,128484298,VELVET CHOLLIMA Infostealer Campaign Using Trading App as Lure https://t.co/XfOkDGwN9E,https://x.com/i/web/status/2055138957977895140,"""infostealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['infostealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",1,0,2,0,3,1
x,2055133041865957444,2026-05-15 03:47:54+00:00,249140297,"Op Silent Canvas – An image-based, multi-stage PowerShell malware campaign https://t.co/PBAVih5cDR через @Cybertrainer.uk",https://x.com/i/web/status/2055133041865957444,"""malware campaign""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['malware campaign'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,0,0,0,0,1
x,2055105918434423163,2026-05-15 02:00:07+00:00,1859780116014141440,"Six months later, stale IP, favicon, and CSS pivots from a fake YouTube DMCA phishing campaign produced little, while C2 banner and header fingerprints plus title and redirect patterns exposed fresh related infrastructure. #Phishing #YouTube #DMCA
https://t.co/lQVQ92HcLX",https://x.com/i/web/status/2055105918434423163,"""phishing campaign""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['phishing campaign'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,0,0,0,0,2
x,2055062881142444038,2026-05-14 23:09:06+00:00,2055061395964665856,@TeamYouTube  My Google account was hijacked via an infostealer malware. The hacker used a Family Link exploit to falsely mark me as a child and then deleted my account. The automated recovery tool is failing. Please help me reach the hijacking team for recovery,https://x.com/i/web/status/2055062881142444038,"""infostealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['infostealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,1,0,0,1,2
x,2055059419277271193,2026-05-14 22:55:21+00:00,23991451,"A cyberattack that disrupted millions of students finals, a phishing campaign across 26 countries and more of the latest headlines on this week’s episode of The Real Rundown. https://t.co/2dEdfxNHaz",https://x.com/i/web/status/2055059419277271193,"""phishing campaign""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['phishing campaign'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,0,0,0,0,5
x,2055050247810736469,2026-05-14 22:18:54+00:00,2990778574,"#threatreport #HighCompleteness
VELVET CHOLLIMA Infostealer Campaign Using Trading App as Lure | 14-05-2026
Source: https://t.co/WUe6iqxuNR
Key details below ↓

🧑‍💻Actors/Campaigns:
Kimsuky (🧠motivation: financially_motivated)

💀Threats:
Moonpeak, Xenorat, https://t.co/khVbdgCiL3",https://x.com/i/web/status/2055050247810736469,"""infostealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['infostealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",1,1,0,0,2,1
x,2055044621789794736,2026-05-14 21:56:33+00:00,2016608366857207808,"“Legitimate” phishing: how attackers weaponize Amazon SES to bypass email security.

The primary goal for attackers in a phishing campaign is to bypass email security and trick the potential victim into revealing their data. 

To achieve this, scammers employ a wide range of",https://x.com/i/web/status/2055044621789794736,"""phishing campaign""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['phishing campaign'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,0,0,0,0,1
x,2055042561212043346,2026-05-14 21:48:22+00:00,2835071339,"28 new OPEN, 28 new PRO (28 + 0)

ClickFix, EARTHWORM SOCKS Reverse Proxy, LandUpdate808, Lumma Stealer, SainboxRAT, TA569

Thanks @PB-22

https://t.co/DxmjT1JMyu https://t.co/wBjbFVBBwW",https://x.com/i/web/status/2055042561212043346,"""Lumma stealer""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['lumma stealer'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",0,0,2,0,2,2
x,2055042187667316973,2026-05-14 21:46:53+00:00,2016608366857207808,"Bithumb launched a new anti-phishing campaign on May 14 as AI-powered crypto scams spread across South Korea’s digital asset market. 

The exchange released a “Voice Phishing Complete Guide” after fraud cases involving deepfake voices and fake video calls increased among crypto https://t.co/cDscW1nbdd",https://x.com/i/web/status/2055042187667316973,"""phishing campaign""",MALWARE_CAMPAIGN,MALWARE_CAMPAIGN,60,['phishing campaign'],18,Medium,False,Post references an active malware campaign -- exposure is high in the targeted segments.,Share detection-engineering notes specific to the named family; offer a tuned rule pack.,"Internal suggestion: share IoC / detection notes framed as community contribution, not pitch.",1,0,0,0,1,5
